Sr No,Sku,Date,Event Type,From Facility,To Facility,Qty,Good Stock Opening,Good Stock Closing,Bad Stock Opening,Bad Stock Closing,Entity,Object,Action,User
1242,Acer-One-10-T4-129-L,13-02-2021 10:34:28,Stock Blocked,default,,9,0,0,0,0,Order,Offline Sale00003571,Stock blocked for new order Offline Sale00003571,akshayjoshi5423@gmail.com
1243,Acer-One-10-T4-129-L,13-02-2021 10:37:23,Reduce Stock,default,,9,0,0,0,0,Order,Offline Sale00003571,Stock reduced for shipped order Offline Sale00003571,akshayjoshi5423@gmail.com
1244,410167-BAJ-GLO-500W-MIX-GRN,13-02-2021 12:30:32,Stock Blocked,Flipkart_smart fullfilment,,1,2,2,20,20,Order,OD121006733017239000/12100673301723900,Stock blocked for new order OD121006733017239000/12100673301723900,
1245,08466-424,13-02-2021 14:00:05,Stock Blocked,Flipkart_smart fullfilment,,1,2,2,3,3,Order,OD121007932664937000/12100793266493700,Stock blocked for new order OD121007932664937000/12100793266493700,
1246,BAJ-MIX-GRD-REX-500W,13-02-2021 17:45:26,Reduce Stock,Flipkart_smart fullfilment,,1,5,4,34,34,Order,OD120997517747549000/12099751774754900,Stock reduced for shipped order OD120997517747549000/12099751774754900,
1247,08466-424,13-02-2021 17:45:26,Reduce Stock,Flipkart_smart fullfilment,,1,2,1,3,3,Order,OD121000322291741000/12100032229174100,Stock reduced for shipped order OD121000322291741000/12100032229174100,
1248,BAJ-MIX-GRD-REX-500W,13-02-2021 17:45:27,Reduce Stock,Flipkart_smart fullfilment,,1,4,3,34,34,Order,OD120998281579180000/12099828157918000,Stock reduced for shipped order OD120998281579180000/12099828157918000,
1249,08466-424,13-02-2021 17:45:31,Reduce Stock,Flipkart_smart fullfilment,,1,1,0,3,3,Order,OD120997814907765000/12099781490776500,Stock reduced for shipped order OD120997814907765000/12099781490776500,
1250,BAJ-MIX-GRD-REX-500W,13-02-2021 17:45:31,Reduce Stock,Flipkart_smart fullfilment,,1,3,2,34,34,Order,OD120997686731506000/12099768673150600,Stock reduced for shipped order OD120997686731506000/12099768673150600,
1251,BAJ-MIX-GRD-REX-500W,13-02-2021 17:45:31,Reduce Stock,Flipkart_smart fullfilment,,1,2,1,34,34,Order,OD120997565670420000/12099756567042000,Stock reduced for shipped order OD120997565670420000/12099756567042000,
1252,08466-424,13-02-2021 17:45:31,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD120996522194118000/12099652219411800,Stock reduced for shipped order OD120996522194118000/12099652219411800,
1253,08466-424,13-02-2021 17:45:31,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD120996628696187000/12099662869618700,Stock reduced for shipped order OD120996628696187000/12099662869618700,
1254,BAJ-MIX-GRD-REX-500W,13-02-2021 17:45:32,Reduce Stock,Flipkart_smart fullfilment,,1,1,0,34,34,Order,OD220996115671973000/22099611567197300,Stock reduced for shipped order OD220996115671973000/22099611567197300,
1255,BAJ-MIX-GRD-REX-500W,13-02-2021 17:45:32,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,34,34,Order,OD120996268695802000/12099626869580200,Stock reduced for shipped order OD120996268695802000/12099626869580200,
1256,BAJ-MIX-GRD-REX-500W,13-02-2021 17:45:34,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,34,34,Order,OD120996309825441000/12099630982544100,Stock reduced for shipped order OD120996309825441000/12099630982544100,
1257,BAJ-MIX-GRD-REX-500W,13-02-2021 17:45:35,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,34,34,Order,OD120996530776781000/12099653077678100,Stock reduced for shipped order OD120996530776781000/12099653077678100,
1258,BAJ-MIX-GRD-REX-500W,13-02-2021 17:45:35,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,34,34,Order,OD120996571714526000/12099657171452600,Stock reduced for shipped order OD120996571714526000/12099657171452600,
1259,BAJ-MIX-GRD-REX-500W,13-02-2021 17:45:35,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,34,34,Order,OD120997123937513000/12099712393751300,Stock reduced for shipped order OD120997123937513000/12099712393751300,
1260,08466-424,13-02-2021 17:45:35,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD121001247707737000/12100124770773700,Stock reduced for shipped order OD121001247707737000/12100124770773700,
1261,08466-424,13-02-2021 17:45:35,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD121004084499607000/12100408449960700,Stock reduced for shipped order OD121004084499607000/12100408449960700,
1262,410176-BAJ-GX3-500W-MIX-GRN,14-02-2021 02:30:06,Stock Blocked,Flipkart_smart fullfilment,,1,8,8,4,4,Order,OD121009268023109000/12100926802310900,Stock blocked for new order OD121009268023109000/12100926802310900,
1263,08466-424,14-02-2021 02:30:06,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD121009191652642000/12100919165264200,Stock blocked for new order OD121009191652642000/12100919165264200,
1264,08466-424,14-02-2021 02:30:06,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD121008905809253000/12100890580925300,Stock blocked for new order OD121008905809253000/12100890580925300,
1265,08466-424,14-02-2021 02:30:06,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD221008685133725000/22100868513372500,Stock blocked for new order OD221008685133725000/22100868513372500,
1266,08466-424,14-02-2021 03:30:03,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD121012724062023000/12101272406202300,Stock blocked for new order OD121012724062023000/12101272406202300,
1267,08466-424,14-02-2021 03:30:03,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD121012681478573000/12101268147857300,Stock blocked for new order OD121012681478573000/12101268147857300,
1268,08466-424,14-02-2021 04:30:04,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD121013137699913000/12101313769991300,Stock blocked for new order OD121013137699913000/12101313769991300,
1269,BAJ-MIX-GRD-REX-500W,14-02-2021 05:30:08,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,34,34,Order,OD121013502579985000/12101350257998500,Stock blocked for new order OD121013502579985000/12101350257998500,
1270,BAJ-MIX-GRD-REX-500W,14-02-2021 06:00:05,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,34,34,Order,OD221013706948925000/22101370694892500,Stock blocked for new order OD221013706948925000/22101370694892500,
1271,BAJ-MIX-GRD-REX-500W,14-02-2021 06:00:05,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,34,34,Order,OD121013644148532000/12101364414853200,Stock blocked for new order OD121013644148532000/12101364414853200,
1272,08466-424,14-02-2021 06:30:05,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD121013780152921000/12101378015292100,Stock blocked for new order OD121013780152921000/12101378015292100,
1273,08466-424,14-02-2021 07:00:04,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD121014013793802000/12101401379380200,Stock blocked for new order OD121014013793802000/12101401379380200,
1274,WCHD4-1124,14-02-2021 08:30:05,Stock Blocked,Flipkart_smart fullfilment,,1,1,1,0,0,Order,OD121014514652522000/12101451465252200,Stock blocked for new order OD121014514652522000/12101451465252200,
1275,Sys-HT3333-Tri-Blk,14-02-2021 08:36:59,Stock Blocked,default,,1,49,49,0,0,Order,210214-011-223250/124387014902700,Stock blocked for new order 210214-011-223250/124387014902700,
1276,BAJ-MIX-GRD-REX-500W,14-02-2021 10:30:04,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,34,34,Order,OD221015182063753000/22101518206375300,Stock blocked for new order OD221015182063753000/22101518206375300,
1277,08466-424,14-02-2021 10:30:04,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD121015212413334000/12101521241333400,Stock blocked for new order OD121015212413334000/12101521241333400,
1278,08466-424,14-02-2021 12:00:04,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD221015856179429000/22101585617942900,Stock blocked for new order OD221015856179429000/22101585617942900,
1279,05640-2224,14-02-2021 13:00:05,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,0,0,Order,OD121016218761564000/12101621876156400,Stock blocked for new order OD121016218761564000/12101621876156400,
1280,08466-424,14-02-2021 17:51:04,Stock Un-blocked,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD121008905809253000/12100890580925300,Stock un-blocked for order OD121008905809253000/12100890580925300,
1281,BAJ-MIX-GRD-REX-500W,15-02-2021 02:30:09,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,34,34,Order,OD121018616773921000/12101861677392100,Stock blocked for new order OD121018616773921000/12101861677392100,
1282,08466-424,15-02-2021 02:30:10,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD121020613501562000/12102061350156200,Stock blocked for new order OD121020613501562000/12102061350156200,
1283,08466-424,15-02-2021 02:30:10,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD121017705097519000/12101770509751900,Stock blocked for new order OD121017705097519000/12101770509751900,
1284,08466-424,15-02-2021 02:30:10,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD121017430765207000/12101743076520700,Stock blocked for new order OD121017430765207000/12101743076520700,
1285,BAJ-MIX-GRD-REX-500W,15-02-2021 03:00:04,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,34,34,Order,OD121021292707022000/12102129270702200,Stock blocked for new order OD121021292707022000/12102129270702200,
1286,BAJ-MIX-GRD-REX-500W,15-02-2021 04:00:05,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,34,34,Order,OD121021565808935000/12102156580893500,Stock blocked for new order OD121021565808935000/12102156580893500,
1287,B110(BLACK),15-02-2021 04:00:05,Stock Blocked,Flipkart_smart fullfilment,,1,2,2,1,1,Order,OD121021593628572000/12102159362857200,Stock blocked for new order OD121021593628572000/12102159362857200,
1288,08466-424,15-02-2021 04:00:05,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD121021530686175000/12102153068617500,Stock blocked for new order OD121021530686175000/12102153068617500,
1289,BAJ-MIX-GRD-REX-500W,15-02-2021 04:30:05,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,34,34,Order,OD121021733680467000/12102173368046700,Stock blocked for new order OD121021733680467000/12102173368046700,
1290,08466-424,15-02-2021 04:30:05,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD221021842099321000/22102184209932100,Stock blocked for new order OD221021842099321000/22102184209932100,
1291,51-VTL9-C956,15-02-2021 06:01:56,Reduce Stock,All defective,,2,2,0,0,0,Order,Offline Sale00003570,Stock reduced for shipped order Offline Sale00003570,akshayjoshi5423@gmail.com
1292,41935,15-02-2021 06:01:56,Reduce Stock,All defective,,4,4,0,0,0,Order,Offline Sale00003570,Stock reduced for shipped order Offline Sale00003570,akshayjoshi5423@gmail.com
1293,41587,15-02-2021 06:01:56,Reduce Stock,All defective,,2,2,0,0,0,Order,Offline Sale00003570,Stock reduced for shipped order Offline Sale00003570,akshayjoshi5423@gmail.com
1294,1178,15-02-2021 06:01:56,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003570,Stock reduced for shipped order Offline Sale00003570,akshayjoshi5423@gmail.com
1295,1180,15-02-2021 06:01:56,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003570,Stock reduced for shipped order Offline Sale00003570,akshayjoshi5423@gmail.com
1296,BAJ-MIX-GRD-REX-500W,15-02-2021 06:01:56,Reduce Stock,All defective,,1,4,3,0,0,Order,Offline Sale00003570,Stock reduced for shipped order Offline Sale00003570,akshayjoshi5423@gmail.com
1297,Baj-New-Maj-Inst-1-Lit-Wat-Hea-Wht,15-02-2021 06:01:56,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003570,Stock reduced for shipped order Offline Sale00003570,akshayjoshi5423@gmail.com
1298,Baj-Maj-KTX-9-Lit-Mul-SS-Ket,15-02-2021 06:01:56,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003570,Stock reduced for shipped order Offline Sale00003570,akshayjoshi5423@gmail.com
1299,30747,15-02-2021 06:01:56,Reduce Stock,All defective,,3,3,0,0,0,Order,Offline Sale00003570,Stock reduced for shipped order Offline Sale00003570,akshayjoshi5423@gmail.com
1300,wahl-05560-3824,15-02-2021 06:01:56,Reduce Stock,All defective,,1,2,1,0,0,Order,Offline Sale00003570,Stock reduced for shipped order Offline Sale00003570,akshayjoshi5423@gmail.com
1301,410174-BAJ-CLASSIC-750W-MIX,15-02-2021 06:01:56,Reduce Stock,All defective,,1,4,3,0,0,Order,Offline Sale00003570,Stock reduced for shipped order Offline Sale00003570,akshayjoshi5423@gmail.com
1302,Wond-Nutri-Blen-FP-Comp-Food-Proc-Blk,15-02-2021 06:01:56,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003570,Stock reduced for shipped order Offline Sale00003570,akshayjoshi5423@gmail.com
1303,Wond-Nutri-Blend-CKM-Blk,15-02-2021 06:01:56,Reduce Stock,All defective,,3,4,1,0,0,Order,Offline Sale00003570,Stock reduced for shipped order Offline Sale00003570,akshayjoshi5423@gmail.com
1304,Real-buds-air-neo-blu-tru-wir-hea-Wht,15-02-2021 06:01:56,Reduce Stock,All defective,,3,17,14,0,0,Order,Offline Sale00003570,Stock reduced for shipped order Offline Sale00003570,akshayjoshi5423@gmail.com
1305,Acer-One-10-T4-129-L,15-02-2021 06:09:42,Adjust Stock,All defective,,9,9,0,0,0,,,Stock reduced manually,rishi.singhal8605@gmail.com
1306,41588,15-02-2021 06:39:19,Add Stock,All defective,,11,1,12,0,0,GRN,GRN19542,Stock added for grn GRN19542,akshayjoshi5423@gmail.com
1307,36316,15-02-2021 06:42:23,Add Stock,All defective,,4,0,4,0,0,GRN,GRN19543,Stock added for grn GRN19543,akshayjoshi5423@gmail.com
1308,Tos-taff-mix-grn,15-02-2021 07:31:10,Add Stock,All defective,,1,0,1,0,0,GRN,GRN19541,Stock added for grn GRN19541,akshayjoshi5423@gmail.com
1309,Mah-har-coa-cook-non-stic-fruy-pan,15-02-2021 07:31:10,Add Stock,All defective,,1,0,1,0,0,GRN,GRN19541,Stock added for grn GRN19541,akshayjoshi5423@gmail.com
1310,Glima-Oximeter,15-02-2021 07:31:10,Add Stock,All defective,,1,255,256,0,0,GRN,GRN19541,Stock added for grn GRN19541,akshayjoshi5423@gmail.com
1311,Glima-infa-Ther-Blu,15-02-2021 07:31:10,Add Stock,All defective,,1,1,2,0,0,GRN,GRN19541,Stock added for grn GRN19541,akshayjoshi5423@gmail.com
1312,BAJ-MIX-GRD-REX-500W,15-02-2021 09:00:05,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,34,34,Order,OD121022909246477000/12102290924647700,Stock blocked for new order OD121022909246477000/12102290924647700,
1313,BAJ-MIX-GRD-REX-500W,15-02-2021 09:00:05,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,34,34,Order,OD121022206010981000/12102220601098100,Stock blocked for new order OD121022206010981000/12102220601098100,
1314,08466-424,15-02-2021 09:00:06,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD121023258591523000/12102325859152300,Stock blocked for new order OD121023258591523000/12102325859152300,
1315,08466-424,15-02-2021 09:00:06,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD221022437833813000/22102243783381300,Stock blocked for new order OD221022437833813000/22102243783381300,
1316,08466-424,15-02-2021 09:00:06,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD121022186316030000/12102218631603000,Stock blocked for new order OD121022186316030000/12102218631603000,
1317,08466-424,15-02-2021 09:00:06,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,3,3,Order,OD120997230656556000/12099723065655600,Stock blocked for new order OD120997230656556000/12099723065655600,
1318,08466-424,15-02-2021 09:22:20,Return Stock,Flipkart_smart fullfilment,,1,0,1,3,3,Sales Return,RTN257255,Stock returned for sales return RTN257255,akshayjoshi5423@gmail.com
1319,UI-K2A1-GKRP,15-02-2021 09:29:57,Add Stock,All defective,,1,1,2,0,0,GRN,GRN19544,Stock added for grn GRN19544,akshayjoshi5423@gmail.com
1320,X001A92FBP,15-02-2021 09:29:57,Add Stock,All defective,,1,0,1,0,0,GRN,GRN19544,Stock added for grn GRN19544,akshayjoshi5423@gmail.com
1321,UI-K2A1-GKRP,15-02-2021 09:29:57,Add Stock,All defective,,1,2,3,0,0,GRN,GRN19544,Stock added for grn GRN19544,akshayjoshi5423@gmail.com
1322,08466-424,15-02-2021 09:40:46,Return Stock,Flipkart_smart fullfilment,,1,1,2,3,3,Sales Return,RTN257256,Stock returned for sales return RTN257256,akshayjoshi5423@gmail.com
1323,41376,15-02-2021 09:47:19,Add Stock,All defective,,1,0,1,0,0,GRN,GRN19545,Stock added for grn GRN19545,akshayjoshi5423@gmail.com
1324,Blue-mix-grn-550-w,15-02-2021 09:47:19,Add Stock,All defective,,1,0,1,0,0,GRN,GRN19545,Stock added for grn GRN19545,akshayjoshi5423@gmail.com
1325,Glima-Oximeter,15-02-2021 09:47:20,Add Stock,All defective,,1,256,257,0,0,GRN,GRN19545,Stock added for grn GRN19545,akshayjoshi5423@gmail.com
1326,BAJ-MIX-GRD-REX-500W,15-02-2021 10:00:04,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,34,34,Order,OD121023718548415000/12102371854841500,Stock blocked for new order OD121023718548415000/12102371854841500,
1327,WonNutri2Black,15-02-2021 10:00:05,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,0,0,Order,OD121023809213658000/12102380921365801,Stock blocked for new order OD121023809213658000/12102380921365801,
1328,08466-424,15-02-2021 10:08:53,Return Stock,Flipkart_smart fullfilment,,1,2,3,3,3,Sales Return,RTN257259,Stock returned for sales return RTN257259,akshayjoshi5423@gmail.com
1329,410167-BAJ-GLO-500W-MIX-GRN,15-02-2021 10:20:55,Return Stock,Flipkart_smart fullfilment,,1,2,3,20,20,Sales Return,RTN257261,Stock returned for sales return RTN257261,akshayjoshi5423@gmail.com
1330,Eureak-Fob-Amaze-7L-Water-Purifier,15-02-2021 10:34:41,Stock Blocked,All defective,,1,2,2,0,0,Order,Offline Sale00003572,Stock blocked for new order Offline Sale00003572,akshayjoshi5423@gmail.com
1331,Eureak-Fob-Amaze-7L-Water-Purifier,15-02-2021 10:35:20,Reduce Stock,All defective,,1,2,1,0,0,Order,Offline Sale00003572,Stock reduced for shipped order Offline Sale00003572,akshayjoshi5423@gmail.com
1332,410167-BAJ-GLO-500W-MIX-GRN,15-02-2021 10:37:00,Return Damaged Stock,Flipkart_smart fullfilment,,1,3,3,20,21,Sales Return,RTN257262,Damaged stock added for sales return RTN257262,akshayjoshi5423@gmail.com
1333,410176-BAJ-GX3-500W-MIX-GRN,15-02-2021 10:41:15,Return Stock,Flipkart_smart fullfilment,,1,8,9,4,4,Sales Return,RTN257263,Stock returned for sales return RTN257263,akshayjoshi5423@gmail.com
1334,BAJ-MIX-GRD-REX-500W,15-02-2021 11:00:04,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,34,34,Order,OD121024049173884000/12102404917388400,Stock blocked for new order OD121024049173884000/12102404917388400,
1335,BAJ-MIX-GRD-REX-500W,15-02-2021 11:08:33,Add Stock,All defective,,1,3,4,0,0,GRN,GRN19546,Stock added for grn GRN19546,akshayjoshi5423@gmail.com
1336,Wahl-9243-4724,15-02-2021 11:08:33,Add Stock,All defective,,1,0,1,0,0,GRN,GRN19546,Stock added for grn GRN19546,akshayjoshi5423@gmail.com
1337,WonNutri2Black,15-02-2021 11:30:21,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,0,0,Order,OD121023809213658000/12102380921365801,Stock reduced for shipped order OD121023809213658000/12102380921365801,vijay.bade528@gmail.com
1338,BAJ-MIX-GRD-REX-500W,15-02-2021 11:30:21,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,34,34,Order,OD121023718548415000/12102371854841500,Stock reduced for shipped order OD121023718548415000/12102371854841500,vijay.bade528@gmail.com
1339,Wond-Nutri-Blend-CKM-Blk,15-02-2021 11:32:54,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003573,Stock blocked for new order Offline Sale00003573,akshayjoshi5423@gmail.com
1340,Eureka-Fob-Multi-Clean-Vaccum-Cleaner,15-02-2021 11:32:54,Stock Blocked,All defective,,1,10,10,0,0,Order,Offline Sale00003573,Stock blocked for new order Offline Sale00003573,akshayjoshi5423@gmail.com
1341,Baj-1-2-ele-ket-Blk-silv,15-02-2021 11:32:54,Stock Blocked,All defective,,1,4,4,0,0,Order,Offline Sale00003573,Stock blocked for new order Offline Sale00003573,akshayjoshi5423@gmail.com
1342,Real-buds-air-neo-blu-tru-wir-hea-Wht,15-02-2021 11:32:54,Stock Blocked,All defective,,3,14,14,0,0,Order,Offline Sale00003573,Stock blocked for new order Offline Sale00003573,akshayjoshi5423@gmail.com
1343,36316,15-02-2021 11:32:54,Stock Blocked,All defective,,4,4,4,0,0,Order,Offline Sale00003573,Stock blocked for new order Offline Sale00003573,akshayjoshi5423@gmail.com
1344,41588,15-02-2021 11:32:54,Stock Blocked,All defective,,7,12,12,0,0,Order,Offline Sale00003573,Stock blocked for new order Offline Sale00003573,akshayjoshi5423@gmail.com
1345,36316,15-02-2021 11:33:21,Reduce Stock,All defective,,4,4,0,0,0,Order,Offline Sale00003573,Stock reduced for shipped order Offline Sale00003573,akshayjoshi5423@gmail.com
1346,41588,15-02-2021 11:33:21,Reduce Stock,All defective,,7,12,5,0,0,Order,Offline Sale00003573,Stock reduced for shipped order Offline Sale00003573,akshayjoshi5423@gmail.com
1347,Wond-Nutri-Blend-CKM-Blk,15-02-2021 11:33:21,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003573,Stock reduced for shipped order Offline Sale00003573,akshayjoshi5423@gmail.com
1348,Baj-1-2-ele-ket-Blk-silv,15-02-2021 11:33:21,Reduce Stock,All defective,,1,4,3,0,0,Order,Offline Sale00003573,Stock reduced for shipped order Offline Sale00003573,akshayjoshi5423@gmail.com
1349,Eureka-Fob-Multi-Clean-Vaccum-Cleaner,15-02-2021 11:33:21,Reduce Stock,All defective,,1,10,9,0,0,Order,Offline Sale00003573,Stock reduced for shipped order Offline Sale00003573,akshayjoshi5423@gmail.com
1350,Real-buds-air-neo-blu-tru-wir-hea-Wht,15-02-2021 11:33:21,Reduce Stock,All defective,,3,14,11,0,0,Order,Offline Sale00003573,Stock reduced for shipped order Offline Sale00003573,akshayjoshi5423@gmail.com
1351,410176-BAJ-GX3-500W-MIX-GRN,15-02-2021 11:58:07,Return Stock,Flipkart_smart fullfilment,,1,9,10,4,4,Sales Return,RTN257264,Stock returned for sales return RTN257264,akshayjoshi5423@gmail.com
1352,410174-BAJ-CLASSIC-750W-MIX,15-02-2021 12:36:21,Add Stock,All defective,,1,3,4,0,0,GRN,GRN19547,Stock added for grn GRN19547,akshayjoshi5423@gmail.com
1353,410174-BAJ-CLASSIC-750W-MIX,15-02-2021 12:38:14,Stock Blocked,All defective,,1,4,4,0,0,Order,Offline Sale00003574,Stock blocked for new order Offline Sale00003574,akshayjoshi5423@gmail.com
1354,410174-BAJ-CLASSIC-750W-MIX,15-02-2021 12:38:49,Reduce Stock,All defective,,1,4,3,0,0,Order,Offline Sale00003574,Stock reduced for shipped order Offline Sale00003574,akshayjoshi5423@gmail.com
1355,09864-024,15-02-2021 13:27:10,Add Stock,All defective,,1,7,8,0,0,GRN,GRN19548,Stock added for grn GRN19548,akshayjoshi5423@gmail.com
1356,Pana-SR-WA10-2.7,15-02-2021 13:27:10,Add Stock,All defective,,1,1,2,0,0,GRN,GRN19548,Stock added for grn GRN19548,akshayjoshi5423@gmail.com
1357,Eureak-Fob-Amaze-7L-Water-Purifier,15-02-2021 13:27:10,Add Stock,All defective,,1,1,2,0,0,GRN,GRN19548,Stock added for grn GRN19548,akshayjoshi5423@gmail.com
1358,Eureak-Fob-Amaze-7L-Water-Purifier,15-02-2021 13:27:10,Add Stock,All defective,,2,2,4,0,0,GRN,GRN19548,Stock added for grn GRN19548,akshayjoshi5423@gmail.com
1359,X000RZ21KD,15-02-2021 13:39:52,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003575,Stock blocked for new order Offline Sale00003575,akshayjoshi5423@gmail.com
1360,Baj-Maj-1603-Ove-Toa-Wht,15-02-2021 13:39:52,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003575,Stock blocked for new order Offline Sale00003575,akshayjoshi5423@gmail.com
1361,baj-maj-neo-icx-cook-blk,15-02-2021 13:39:52,Stock Blocked,All defective,,3,3,3,0,0,Order,Offline Sale00003575,Stock blocked for new order Offline Sale00003575,akshayjoshi5423@gmail.com
1362,410174-BAJ-CLASSIC-750W-MIX,15-02-2021 13:39:52,Stock Blocked,All defective,,2,3,3,0,0,Order,Offline Sale00003575,Stock blocked for new order Offline Sale00003575,akshayjoshi5423@gmail.com
1363,Baj-ICX-Pearl-Induc-Cooker,15-02-2021 13:39:52,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003575,Stock blocked for new order Offline Sale00003575,akshayjoshi5423@gmail.com
1364,Bajaj-260023-Rx7,15-02-2021 13:39:52,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003575,Stock blocked for new order Offline Sale00003575,akshayjoshi5423@gmail.com
1365,Bajaj-RHX-2,15-02-2021 13:39:52,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003575,Stock blocked for new order Offline Sale00003575,akshayjoshi5423@gmail.com
1366,Baj-1-2-ele-ket-Blk-silv,15-02-2021 13:39:52,Stock Blocked,All defective,,2,3,3,0,0,Order,Offline Sale00003575,Stock blocked for new order Offline Sale00003575,akshayjoshi5423@gmail.com
1367,Baj-Blo-Hot-Cre-267240,15-02-2021 13:39:52,Stock Blocked,All defective,,3,3,3,0,0,Order,Offline Sale00003575,Stock blocked for new order Offline Sale00003575,akshayjoshi5423@gmail.com
1368,BAJ-670015-KTX-15-KET,15-02-2021 13:39:52,Stock Blocked,All defective,,4,4,4,0,0,Order,Offline Sale00003575,Stock blocked for new order Offline Sale00003575,akshayjoshi5423@gmail.com
1369,MORP-RICH-N-EUROPA-800W-ESPRE-CAPPUCCINO-4-CUP-COFFEE-MAKER-BLK,15-02-2021 13:39:52,Stock Blocked,All defective,,5,13,13,0,0,Order,Offline Sale00003575,Stock blocked for new order Offline Sale00003575,akshayjoshi5423@gmail.com
1370,150768,15-02-2021 13:39:52,Stock Blocked,All defective,,2,4,4,0,0,Order,Offline Sale00003575,Stock blocked for new order Offline Sale00003575,akshayjoshi5423@gmail.com
1371,Baj-Maj-1603-Ove-Toa-Wht,15-02-2021 13:40:38,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003575,Stock reduced for shipped order Offline Sale00003575,akshayjoshi5423@gmail.com
1372,Baj-Blo-Hot-Cre-267240,15-02-2021 13:40:38,Reduce Stock,All defective,,3,3,0,0,0,Order,Offline Sale00003575,Stock reduced for shipped order Offline Sale00003575,akshayjoshi5423@gmail.com
1373,Bajaj-RHX-2,15-02-2021 13:40:38,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003575,Stock reduced for shipped order Offline Sale00003575,akshayjoshi5423@gmail.com
1374,baj-maj-neo-icx-cook-blk,15-02-2021 13:40:38,Reduce Stock,All defective,,3,3,0,0,0,Order,Offline Sale00003575,Stock reduced for shipped order Offline Sale00003575,akshayjoshi5423@gmail.com
1375,410174-BAJ-CLASSIC-750W-MIX,15-02-2021 13:40:38,Reduce Stock,All defective,,2,3,1,0,0,Order,Offline Sale00003575,Stock reduced for shipped order Offline Sale00003575,akshayjoshi5423@gmail.com
